"Name","Pokedex Number","Type1","Type2","Classification","Height (m)","Weight (kg)","Abilities","Generation","Legendary Status","Ecology"
"Ludicolo","272","Water","Grass","Carefree Pokémon","1.5","55","Swift-swim, Rain-dish, Own-tempo","3","No","Ludicolo thrives in rainforests and near bodies of water. They live in groups, often dancing and celebrating after rainfall. Their diet mainly consists of aquatic plants and fruits, and they are known for their carefree and cheerful personality."
"Seedot","273","Grass","","Acorn Pokémon","0.5","4","Chlorophyll, Early-bird, Pickpocket","3","No","Seedot lives in forests, often hanging from tree branches. It is a solitary Pokémon and feeds on tree sap. It is known for its shy and cautious behavior, often startling easily."
"Nuzleaf","274","Grass","Dark","Wily Pokémon","1","28","Chlorophyll, Early-bird, Pickpocket","3","No","Nuzleaf inhabits forests and caves. It is a solitary Pokémon that enjoys playing pranks. Its diet includes berries and nuts, and it is known for its wily and mischievous personality."
"Shiftry","275","Grass","Dark","Wicked Pokémon","1.3","59.6","Chlorophyll, Wind-rider, Pickpocket","3","No","Shiftry resides in deep forests, acting as guardians of the woods. They live in small family groups and communicate through whistling sounds. Shiftry consumes berries and smaller Pokémon and are known for their commanding and sometimes intimidating presence."
"Taillow","276","Normal","Flying","Tiny Swallow Pokémon","0.3","2.3","Guts, Scrappy","3","No","Taillow are found in fields and grassy plains. These Pokémon live in flocks and can be quite aggressive, standing up to much larger opponents if their territory is threatened. Taillow primarily feed on insects and berries, showing great courage."
"Swellow","277","Normal","Flying","Swallow Pokémon","0.7","19.8","Guts, Scrappy","3","No","Swellow frequents open skies and meadows, known for its swift and graceful flight. Living in flocks, they hunt for prey with impressive speed and agility, mainly feeding on flying insects. Swellow display a proud and confident nature."
"Wingull","278","Water","Flying","Seagull Pokémon","0.6","9.5","Keen-eye, Hydration, Rain-dish","3","No","Wingull are common along coasts and beaches, often seen nesting on cliffs and docks. They live in flocks and are skilled fliers, preying on small fish and crustaceans near the water's surface. Wingull are known for their noisy and curious nature."
"Pelipper","279","Water","Flying","Water Bird Pokémon","1.2","28","Keen-eye, Drizzle, Rain-dish","3","No","Pelipper nests on cliffs near the sea and are often found near harbors. These Pokémon typically live in small flocks, using their large beaks to carry smaller Pokémon and food. Pelipper mainly feed on fish and have a protective nature."
"Ralts","280","Psychic","Fairy","Feeling Pokémon","0.4","6.6","Synchronize, Trace, Telepathy","3","No","Ralts typically inhabits peaceful environments like fields and meadows, where its sensitive nature allows it to detect the emotions of living beings. They are usually solitary or live in small family units. Its diet is currently unkown. Ralts are drawn to positive emotions."
"Kirlia","281","Psychic","Fairy","Emotion Pokémon","0.8","20.2","Synchronize, Trace, Telepathy","3","No","Kirlia are often found near urban areas and dance in sunny meadows, absorbing positive emotions through their horns. These Pokémon live in small groups and are protective of their loved ones. Kirlia's primary food source is the ambient emotional energy of those around it, especially those they trust."
"Gardevoir","282","Psychic","Fairy","Embrace Pokémon","1.6","48.4","Synchronize, Trace, Telepathy","3","No","Gardevoir dwells in lush, open areas, showing deep loyalty and using its psychic abilities to protect its Trainer and friends. It is very rare to find it in the wild and more common as a human's partner. Their diet is unknown; however, their well-being is closely tied to positive emotional bonds."
"Surskit","283","Bug","Water","Pond Skater Pokémon","0.5","1.7","Swift-swim, Rain-dish","3","No","Surskit lives in ponds and marshes, skimming across the surface of the water with ease. They live solitary lives, leaving a trail of sweet scent as they glide. They feed on algae and microscopic organisms found in the water."
"Masquerain","284","Bug","Flying","Eyeball Pokémon","0.8","3.6","Intimidate, Unnerve","3","No","Masquerain lives near ponds and streams, where they hunt flying insects. They prefer areas with clean, still water and are usually solitary, though they can gather in small groups during the breeding season. Masquerain are nocturnal."
"Shroomish","285","Grass","","Mushroom Pokémon","0.4","4.5","Effect-spore, Poison-heal, Quick-feet","3","No","Shroomish are typically found in damp forests and grassy areas. They are often solitary, hiding under leaf litter or logs, and have symbiotic relation ship with larger trees, which provides with shelter. Their diet mainly consists of decaying organic matter."
"Breloom","286","Grass","Fighting","Mushroom Pokémon","1.2","39.2","Effect-spore, Poison-heal, Technician","3","No","Breloom live in lush forests where they can find the decaying matter they use to cultivate their mushroom caps. They are solitary Pokémon, fiercely territorial, and known for their incredible kicking power. They primarily feed on forest fungi and occasionally insects."
"Slakoth","287","Normal","","Slacker Pokémon","0.8","24","Truant","3","No","Slakoth spend most of their day sleeping or lazily lounging in tree branches, conserving energy. They are solitary creatures, rarely interacting with others except during mating season. Their diet consists mainly of leaves, which they digest slowly due to their sluggish metabolism. Slakoth are generally docile and avoid conflict."
"Vigoroth","288","Normal","","Wild Monkey Pokémon","1.4","46.5","Vital-spirit","3","No","Vigoroth are active and energetic Pokémon, living in forests where they can swing from trees and climb rocks. They are often found in small groups, engaging in playful activities to burn off excess energy. They have a varied diet, including fruits, berries, and small insects. Vigoroth are known for their restlessness and inability to stay still for long."
"Slaking","289","Normal","","Lazy Pokémon","2","130.5","Truant","3","No","Slaking are known to be the laziest Pokemon. Once they use up any and all energy in its body, they move towards areas that conserve what energy is left. They can live wherever, though more often near tree areas. The diet of Slaking consists of easy-to-get things, such as berries."
"Nincada","290","Bug","Ground","Trainee Pokémon","0.5","5.5","Compound-eyes, Run-away","3","No","Nincada live in damp, dark environments such as caves and forests where they feed on tree roots. As larvae Pokemon, they live in group. Nincada will mature given enough conditions, but some separate from others to form a Shedinja, while some evolve into Ninjask."
"Ninjask","291","Bug","Flying","Ninja Pokémon","0.8","12","Speed-boost, Infiltrator","3","No","Ninjask typically inhabits forests and jungles. The Pokemon are very hostile towards other Pokemon, unless trained and kept in a PokeBall. They have great vision to see what Pokemon or food is near them to engage the area to steal or kill food."
"Shedinja","292","Bug","Ghost","Shed Pokémon","0.8","1.2","Wonder-guard","3","No","Shedinja float motionless in forests, its presence barely noticed by the natural world. As an incomplete shell of another Pokemon, they require little to sustain its undead existence. They live an anti-social and do not need food to sustain itself. They are usually found when there are trainers, whom find Shedinja with no reason."
"Whismur","293","Normal","","Whisper Pokémon","0.6","16.3","Soundproof, Rattled","3","No","Whismur inhabit dark caves and forests. The Pokemons have high volume and tend to stay away from others so the cries from other pokemon doesn't affect it's body, due to its sensitive nature. The diet consist of plant based foods, whom don't require any work or sounds during eating, like berries."
"Loudred","294","Normal","","Big Voice Pokémon","1","40.5","Soundproof, Scrappy","3","No","Loudreds lives in dark areas. They live alone since the high sound waves can alert others. The diet of Loudred consist of a lot of easy plants to get, which makes Loudred not move from its area a lot."
"Exploud","295","Normal","","Loud Noise Pokémon","1.5","84","Soundproof, Scrappy","3","No","Exploud typically live in mountainous regions where they can unleash their powerful cries without disturbing others. Solitary Pokemon, using large bodies to shake the area. Their diet consists of nuts and seeds, since it is nutritious and will last a long time."
"Makuhita","296","Fighting","","Guts Pokémon","1","86.4","Thick-fat, Guts, Sheer-force","3","No","Makuhita inhabit mountainous regions. Makuhita like to engage with one another when training. The species like a balanced diet."
"Hariyama","297","Fighting","","Arm Thrust Pokémon","2.3","253.8","Thick-fat, Guts, Sheer-force","3","No","Hariyama frequent mountainous terrains. These fighting Pokemon will come together with one another to sharpen their strength with their techniques, typically feeding them after their daily tasks are over. They have a carnivorous diet and need protein for them to sustain their daily duties."
